PHỤ LỤC E
Đặc tả danh mục đơn vị hành chính Ban hành kèm theo Công văn số 915/CTK-CSCL ngày 16 tháng 6 năm 2025 của Cục Thống kê
E.1. DANH MỤC VÀ MÃ SỐ CÁC ĐƠN VỊ HÀNH CHÍNH CẤP TỈNH

E.2. DANH MỤC VÀ MÃ SỐ CÁC ĐƠN VỊ HÀNH CHÍNH CẤP XÃ

E.3. CHUYỂN ĐỔI ĐƠN VỊ HÀNH CHÍNH SANG XSD
Chuyển đổi dữ liệu của đơn vị hành chính cấp Tỉnh và Xã sang định nghĩa SimpleType trong cấu trúc đặc tả bằng ngôn ngữ XSD


--- TABLE 1 ---
Stt	Mã số	Tên 34 tỉnh sau sáp nhập
1	01	Thành phố Hà Nội
2	04	Cao Bằng
3	08	Tuyên Quang
4	11	Điện Biên
5	12	Lai Châu
6	14	Sơn La
7	15	Lào Cai
8	19	Thái Nguyên
9	20	Lạng Sơn
10	22	Quảng Ninh
11	24	Bắc Ninh
12	25	Phú Thọ
13	31	Thành phố Hải Phòng
14	33	Hưng Yên
15	37	Ninh Bình
16	38	Thanh Hóa
17	40	Nghệ An
18	42	Hà Tĩnh
19	44	Quảng Trị
20	46	Thành phố Huế
21	48	Thành phố Đà Nẵng
22	51	Quảng Ngãi
23	52	Gia Lai
24	56	Khánh Hòa
25	66	Đắk Lắk
26	68	Lâm Đồng
27	75	Đồng Nai
28	79	Thành phố Hồ Chí Minh
29	80	Tây Ninh
30	82	Đồng Tháp
31	86	Vĩnh Long
32	91	An Giang
33	92	Thành phố Cần Thơ
34	96	Cà Mau

--- TABLE 2 ---
Stt	Mã số	Tên đơn vị hành chính	Tỉnh (thành phố)
                <xs:annotation>
                    <xs:documentation> Xã Nghĩa Đồng - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="17278">
                <xs:annotation>
                    <xs:documentation> Xã Giai Xuân - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="17326">
                <xs:annotation>
                    <xs:documentation> Xã Nghĩa Hành - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="17287">
                <xs:annotation>
                    <xs:documentation> Xã Tiên Đồng - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="16939">
                <xs:annotation>
                    <xs:documentation> Phường Thái Hòa - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="16994">
                <xs:annotation>
                    <xs:documentation> Phường Tây Hiếu - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="17017">
                <xs:annotation>
                    <xs:documentation> Xã Đông Hiếu - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="17728">
                <xs:annotation>
                    <xs:documentation> Xã Cát Ngạn - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="17743">
                <xs:annotation>
                    <xs:documentation> Xã Tam Đồng - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="17722">
                <xs:annotation>
                    <xs:documentation> Xã Hạnh Lâm - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="17759">
                <xs:annotation>
                    <xs:documentation> Xã Sơn Lâm - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="17770">
                <xs:annotation>
                    <xs:documentation> Xã Hoa Quân - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="17791">
                <xs:annotation>
                    <xs:documentation> Xã Kim Bảng - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="17818">
                <xs:annotation>
                    <xs:documentation> Xã Bích Hào - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="17713">
                <xs:annotation>
                    <xs:documentation> Xã Đại Đồng - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="17779">
                <xs:annotation>
                    <xs:documentation> Xã Xuân Lâm - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="16933">
                <xs:annotation>
                    <xs:documentation> Xã Tam Quang - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="16936">
                <xs:annotation>
                    <xs:documentation> Xã Tam Thái - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="16876">
                <xs:annotation>
                    <xs:documentation> Xã Tương Dương - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="16906">
                <xs:annotation>
                    <xs:documentation> Xã Lượng Minh - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="16912">
                <xs:annotation>
                    <xs:documentation> Xã Yên Na - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="16909">
                <xs:annotation>
                    <xs:documentation> Xã Yên Hòa - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="16903">
                <xs:annotation>
                    <xs:documentation> Xã Nga My - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="16885">
                <xs:annotation>
                    <xs:documentation> Xã Hữu Khuông - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="16882">
                <xs:annotation>
                    <xs:documentation> Xã Nhôn Mai - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="16690">
                <xs:annotation>
                    <xs:documentation> Phường Trường Vinh  - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="16681">
                <xs:annotation>
                    <xs:documentation> Phường Thành Vinh - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="17920">
                <xs:annotation>
                    <xs:documentation> Phường Vinh Hưng - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="16702">
                <xs:annotation>
                    <xs:documentation> Phường Vinh Phú - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="16708">
                <xs:annotation>
                    <xs:documentation> Phường Vinh Lộc - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="16732">
                <xs:annotation>
                    <xs:documentation> Phường Cửa Lò - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="17506">
                <xs:annotation>
                    <xs:documentation> Xã Yên Thành  - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="17569">
                <xs:annotation>
                    <xs:documentation> Xã Quan Thành - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="17605">
                <xs:annotation>
                    <xs:documentation> Xã Hợp Minh - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="17611">
                <xs:annotation>
                    <xs:documentation> Xã Vân Tụ - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="17560">
                <xs:annotation>
                    <xs:documentation> Xã Vân Du - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="17521">
                <xs:annotation>
                    <xs:documentation> Xã Quang Đồng - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="17524">
                <xs:annotation>
                    <xs:documentation> Xã Giai Lạc - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="17515">
                <xs:annotation>
                    <xs:documentation> Xã Bình Minh - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="17530">
                <xs:annotation>
                    <xs:documentation> Xã Đông Thành - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="18754">
                <xs:annotation>
                    <xs:documentation> Phường Sông Trí - Tỉnh Hà Tĩnh</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="18781">
                <xs:annotation>
                    <xs:documentation> Phường Hải Ninh - Tỉnh Hà Tĩnh</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="18832">
                <xs:annotation>
                    <xs:documentation> Phường Hoành Sơn - Tỉnh Hà Tĩnh</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="18823">
                <xs:annotation>
                    <xs:documentation> Phường Vũng Áng - Tỉnh Hà Tĩnh</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="18766">
                <xs:annotation>
                    <xs:documentation> Xã Kỳ Xuân - Tỉnh Hà Tĩnh</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="18775">
                <xs:annotation>
                    <xs:documentation> Xã Kỳ Anh - Tỉnh Hà Tĩnh</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="18814">
                <xs:annotation>
                    <xs:documentation> Xã Kỳ Hoa - Tỉnh Hà Tĩnh</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
